added_at,id,name,popularity,uri,artist,album,release_date,duration_ms,length,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,mode,key,genres,genre_group
2022-07-24T09:02:54Z,6UYbt0ZVXP5pnrhzk8z2d8,"fuego (feat. Tyler, The Creator)",50,spotify:track:6UYbt0ZVXP5pnrhzk8z2d8,Channel Tres,i can't go outside,2020-12-10,248764,248764.0,0.745,0.0162,0.504,0.00122,0.432,-10.405,0.307,114.901,4.0,0.434,0.0,3.0,la pop,pop
2022-07-24T08:57:54Z,4at0npP4QkdIUulFZIsYft,Tunnel,58,spotify:track:4at0npP4QkdIUulFZIsYft,Polo & Pan,Cyclorama,2021-06-25,310573,310573.0,0.73,0.119,0.505,0.711,0.148,-9.248,0.0606,119.995,4.0,0.38,1.0,2.0,"dark disco, electro-pop francais, french indietronica, new french touch",indie
2022-07-24T08:53:47Z,2m3RjRXib3un5AEh08k8Fe,Recap (with VanJess & Channel Tres),53,spotify:track:2m3RjRXib3un5AEh08k8Fe,Kito,Recap (with VanJess & Channel Tres),2021-02-02,177725,177725.0,0.771,0.0166,0.553,3.78e-05,0.145,-8.741,0.121,115.002,4.0,0.484,0.0,11.0,"electra, electropop",pop
2022-07-24T08:46:41Z,2SlZsV3sXc69uhUNBQNgkD,Just Can't Get Enough,0,spotify:track:2SlZsV3sXc69uhUNBQNgkD,Channel Tres,Just Can't Get Enough,2022-07-21,303124,303124.0,0.757,0.0293,0.874,5.98e-05,0.741,-5.697,0.0597,120.995,4.0,0.578,0.0,0.0,la pop,pop
2022-07-24T06:30:00Z,2Y0iGXY6m6immVb2ktbseM,Little Dark Age,81,spotify:track:2Y0iGXY6m6immVb2ktbseM,MGMT,Little Dark Age,2018-02-09,299960,299960.0,0.705,0.0102,0.712,0.000855,0.1,-6.156,0.0385,97.512,4.0,0.62,1.0,6.0,"alternative dance, indietronica, modern rock, rock",indie
2022-07-24T01:47:26Z,0nsFNWzbErbkw4rCgkvIcc,Foreign Language (feat. Jess) [Riva Starr Turbo Disco Remix],21,spotify:track:0nsFNWzbErbkw4rCgkvIcc,Flight Facilities,Foreign Language (feat. Jess) [10 Year Anniversary],2022-06-29,186848,186848.0,0.745,0.0213,0.832,2.79e-06,0.714,-5.318,0.0331,123.999,4.0,0.387,1.0,7.0,"alternative dance, aussietronica, australian dance, australian indie, indie soul, nu disco",indie
2022-07-24T01:41:50Z,1doFagKIgn2FOATKzUkbyi,Vertigo,53,spotify:track:1doFagKIgn2FOATKzUkbyi,ANOTR,Vertigo,2022-07-01,256488,256488.0,0.794,0.0339,0.643,0.569,0.067,-7.044,0.0564,131.038,4.0,0.744,0.0,4.0,"dutch tech house, house",house
2022-07-24T01:36:32Z,3Jc5xlzAflKgsWJjCVDs2A,Detroit Hustle,5,spotify:track:3Jc5xlzAflKgsWJjCVDs2A,DJ Kemit & Luke Austin present The Lounge Lizards,Detroit Boogie,2021-07-23,359253,359253.0,0.805,0.0124,0.585,0.146,0.0604,-9.116,0.0662,125.009,4.0,0.976,0.0,10.0,,
2022-07-24T01:30:20Z,6GH7amgh12y057XN8eQ6Ur,Feels So Right - Original Mix,15,spotify:track:6GH7amgh12y057XN8eQ6Ur,Solution,Feels So Right,2007,448626,448626.0,0.89,0.00208,0.857,0.615,0.0436,-7.746,0.0491,121.998,4.0,0.716,0.0,5.0,dutch prog,
2022-07-24T01:25:25Z,4CJrwbUZufav0wCAq6Q2yk,Connected,13,spotify:track:4CJrwbUZufav0wCAq6Q2yk,Paulo Maria,Connected EP,2022-06-17,342580,342580.0,0.8,0.017,0.668,0.264,0.0215,-10.027,0.0777,124.002,4.0,0.858,0.0,7.0,,
2022-07-24T01:11:35Z,21J5f9ObXTVQaltQOikDuz,Earthshaker,3,spotify:track:21J5f9ObXTVQaltQOikDuz,The Republic,The Earthshaker - EP,1996-01-01,428139,428139.0,0.733,7.49e-05,0.712,0.782,0.0532,-7.572,0.0607,127.183,4.0,0.912,0.0,11.0,,
2022-07-23T05:00:40Z,6la3A2IUZcuIH5tXOQWqxL,I Can't Stop (Turning You On),43,spotify:track:6la3A2IUZcuIH5tXOQWqxL,Silk,Midnight Dancer,1979,242226,242226.0,0.62,0.259,0.537,0.00014,0.0964,-9.533,0.0865,83.721,4.0,0.85,0.0,2.0,neo soul,soul
2022-07-23T04:55:16Z,3nW6iZFsJhOTZBeRdC5tKD,Something In The Way (You Make Me Feel),43,spotify:track:3nW6iZFsJhOTZBeRdC5tKD,Stephanie Mills,Home,1989-01-01,327912,327912.0,0.594,0.371,0.62,0.000187,0.0919,-9.79,0.104,188.102,4.0,0.811,0.0,5.0,"contemporary r&b, disco, funk, neo soul, post-disco, quiet storm, soul, urban contemporary",funk
2022-07-20T19:59:56Z,5tU9JM1v72X7oM808Am6Fq,Radar Love,59,spotify:track:5tU9JM1v72X7oM808Am6Fq,Golden Earring,Moontan,1973,386706,386706.0,0.504,0.00878,0.719,0.00149,0.075,-9.155,0.0431,102.144,4.0,0.177,0.0,1.0,"album rock, classic rock, dutch pop, dutch prog, dutch rock, nederpop",rock
2022-07-18T22:45:16Z,5rVg3j7gDhzo2Msr7jaeS4,For You - Andrew Hartley Classic Vocal Mix,0,spotify:track:5rVg3j7gDhzo2Msr7jaeS4,Jamie Lewis,For You (feat. Michael Watford) [Remix Box],2014-12-19,446307,446307.0,0.811,0.00282,0.625,2.23e-05,0.0355,-7.939,0.125,125.986,4.0,0.864,1.0,8.0,"deep house, soulful house, vocal house",soul
2022-07-16T20:19:09Z,19eNBLYuMhLgYoVJe66Pq1,Route 66,31,spotify:track:19eNBLYuMhLgYoVJe66Pq1,Various Artists,Disney Doubles - Cars,2008-07-21,170653,170653.0,0.475,0.000712,0.707,1.03e-05,0.228,-12.299,0.0337,165.51,4.0,0.698,1.0,7.0,"disco, funk, post-disco, quiet storm, soul",funk
2022-07-15T23:47:02Z,1d2shfG95Barrfil5cWDCJ,Losing You,32,spotify:track:1d2shfG95Barrfil5cWDCJ,Beau,Losing You,2022-07-15,203225,203225.0,0.76,0.0108,0.852,0.299,0.32,-7.499,0.126,124.012,4.0,0.516,0.0,1.0,uk tech house,house
2022-07-15T04:46:35Z,4fQMGlCawbTkH9yPPZ49kP,Green Onions,70,spotify:track:4fQMGlCawbTkH9yPPZ49kP,Booker T. & the M.G.'s,Green Onions,1962,176333,176333.0,0.816,0.767,0.514,0.949,0.0899,-8.741,0.0339,136.837,4.0,0.912,1.0,10.0,"classic rock, classic soul, funk, instrumental funk, instrumental soul, memphis soul, soul, southern soul",funk
2022-07-13T15:04:45Z,0c9n1kv4RPEWTtd8VjcKvZ,In the Music - Sax Mix,3,spotify:track:0c9n1kv4RPEWTtd8VjcKvZ,Deepswing,In the Music,2001-02-02,445933,445933.0,0.747,9.85e-06,0.897,0.897,0.0266,-2.089,0.0367,127.007,4.0,0.718,0.0,6.0,,
2022-07-11T18:57:51Z,4KFM3A5QF2IMcc6nHsu3Wp,Englishman In New York,73,spotify:track:4KFM3A5QF2IMcc6nHsu3Wp,Sting,...Nothing Like The Sun,1987-01-01,267266,267266.0,0.674,0.396,0.347,1.05e-05,0.0916,-17.707,0.0364,102.013,4.0,0.647,1.0,9.0,"permanent wave, soft rock, sophisti-pop",rock
2022-07-08T17:59:14Z,0CLU1CwbCtoyXaqBB2kOrN,Violent Siblings,45,spotify:track:0CLU1CwbCtoyXaqBB2kOrN,Sav'o,Violent Siblings,2019-08-08,219130,219130.0,0.929,0.108,0.499,0.0,0.126,-10.432,0.312,138.045,4.0,0.656,1.0,1.0,uk drill,
2022-07-08T15:57:11Z,06B53kKEAs0M4NoUSLkiDG,Spacen,13,spotify:track:06B53kKEAs0M4NoUSLkiDG,Marza,Spacen,2020-02-08,204451,204451.0,0.801,0.00271,0.67,0.76,0.0829,-9.144,0.0859,128.003,4.0,0.906,0.0,4.0,,
2022-07-06T11:20:06Z,6BqZgDDf4p4dxHmoEhVplt,Observatory,20,spotify:track:6BqZgDDf4p4dxHmoEhVplt,Oden & Fatzo,Observatory EP,2021-08-27,366094,366094.0,0.678,0.000566,0.906,0.886,0.0969,-6.074,0.0739,128.074,4.0,0.663,1.0,11.0,disco house,disco
2022-07-06T11:02:31Z,27cgqh0VRhVeM61ugTnorD,These Things Will Come To Be,57,spotify:track:27cgqh0VRhVeM61ugTnorD,DJ Seinfeld,Mirrors,2021-09-03,296360,296360.0,0.674,0.515,0.74,0.818,0.319,-9.138,0.0504,125.998,4.0,0.166,1.0,4.0,"electronica, float house, lo-fi house",electronic
2022-07-06T10:43:51Z,06fpx2pXPuvdn2MljB2r8A,Hercule,24,spotify:track:06fpx2pXPuvdn2MljB2r8A,Oden & Fatzo,"PIV ADE Sampler '21, Pt. 2",2021-10-15,339709,339709.0,0.701,0.000356,0.84,0.668,0.124,-9.745,0.053,129.983,4.0,0.455,0.0,11.0,disco house,disco
2022-07-06T10:12:52Z,6YSKCz3wvwfRkccFH3AyxG,Brick Lane,42,spotify:track:6YSKCz3wvwfRkccFH3AyxG,Funk Cartel,Brick Lane,2019-01-05,372649,372649.0,0.854,0.0002,0.638,0.707,0.0879,-7.878,0.06,122.006,4.0,0.881,0.0,8.0,,
2022-07-05T17:08:31Z,1O73n53LZxJNLeGdhwChtt,Burnt Orange - Edit,48,spotify:track:1O73n53LZxJNLeGdhwChtt,Elkka,Burnt Orange,2021-03-23,271475,271475.0,0.849,0.236,0.744,0.157,0.0776,-9.744,0.0891,122.019,4.0,0.312,0.0,11.0,"electra, electronica, float house",electronic
2022-07-04T08:30:05Z,4N79k6RD0LVpOVI5FZWk4p,Emotion,46,spotify:track:4N79k6RD0LVpOVI5FZWk4p,Purple Disco Machine,Emotion EP,2019-07-19,186226,186226.0,0.728,0.0133,0.88,0.00585,0.0657,-6.59,0.0406,122.001,4.0,0.843,1.0,8.0,"deep house, house, tropical house",house
2022-07-03T14:29:30Z,0nEED2k2pXTXp3aGA49XFM,Explain,0,spotify:track:0nEED2k2pXTXp3aGA49XFM,Lurch,Play It Cool,2018-08-27,358737,358737.0,0.692,0.00557,0.986,0.797,0.0616,-5.57,0.111,171.995,4.0,0.362,1.0,9.0,"bristol electronic, jazzy dnb",jazz
2022-07-03T14:16:52Z,6F3PT5voFRsnwbKdlC0kt4,Play It Cool,0,spotify:track:6F3PT5voFRsnwbKdlC0kt4,Lurch,Play It Cool,2018-08-27,368839,368839.0,0.681,0.086,0.809,0.138,0.0819,-5.416,0.131,169.919,4.0,0.589,0.0,6.0,"bristol electronic, jazzy dnb",jazz
2022-06-29T11:12:52Z,7IasAOphluLSAmgMtg9jYA,Slow Down - James Cole Remix,50,spotify:track:7IasAOphluLSAmgMtg9jYA,Maverick Sabre,Slow Down (James Cole Remix),2022-06-17,417999,417999.0,0.802,0.0374,0.651,0.66,0.1,-9.438,0.0578,126.004,4.0,0.332,0.0,2.0,"indie soul, irish hip hop",indie
2022-06-29T09:31:10Z,165zEDUBYwXS8mBDIOroXP,Get Down,26,spotify:track:165zEDUBYwXS8mBDIOroXP,Various Artists,Disco Nights,2001-01-01,215813,215813.0,0.797,0.288,0.565,0.0174,0.612,-12.02,0.101,114.397,4.0,0.746,1.0,7.0,"disco, funk, post-disco, quiet storm, soul",funk
2022-06-29T09:21:12Z,25Kg03eyzr4MVvbVaFh2pl,Super Freak,17,spotify:track:25Kg03eyzr4MVvbVaFh2pl,Various Artists,Disco Nights,2001-01-01,198560,198560.0,0.882,0.177,0.6,0.000144,0.0343,-12.01,0.044,130.988,4.0,0.954,0.0,9.0,"disco, funk, post-disco, quiet storm, soul",funk
2022-06-29T09:13:25Z,3LBaHkDc5V9Pe6fdqgW6ph,"Shake Your Groove Thing - Serious Rope 7"" Mix",28,spotify:track:3LBaHkDc5V9Pe6fdqgW6ph,Various Artists,Disco Nights,2001-01-01,232106,232106.0,0.862,0.134,0.622,0.0016,0.0662,-10.751,0.0525,132.349,4.0,0.715,1.0,9.0,"disco, funk, post-disco, quiet storm, soul",funk
2022-06-29T09:03:37Z,5FM2zyvBsSQtx9HXZ8dFsc,I Will Survive - Extended Version,36,spotify:track:5FM2zyvBsSQtx9HXZ8dFsc,Various Artists,Disco Nights,2001-01-01,194840,194840.0,0.77,0.0129,0.692,0.0192,0.34,-10.944,0.0533,115.953,4.0,0.65,1.0,0.0,"disco, funk, post-disco, quiet storm, soul",funk
2022-06-28T13:29:32Z,6IlL9Xlnm0Oq6wXSe6TH9v,Used To This,60,spotify:track:6IlL9Xlnm0Oq6wXSe6TH9v,Wilkinson,Used to This,2021-11-19,226206,226206.0,0.686,0.0314,0.756,0.0234,0.154,-3.888,0.0374,87.004,4.0,0.345,0.0,5.0,"dancefloor dnb, drum and bass, house, uk dance",house
2022-06-28T13:14:50Z,5FmD6Svf1V4A0ECU9wgsoq,Poveglia,51,spotify:track:5FmD6Svf1V4A0ECU9wgsoq,Degs,Poveglia,2018-05-11,290156,290156.0,0.529,0.0239,0.807,3.9e-05,0.1,-4.908,0.0399,174.024,4.0,0.267,1.0,7.0,"liquid funk, uk dnb",funk
2022-06-27T08:31:09Z,1VcOygNTlsZflSZxOoOq36,The Pride - Disco Mix,20,spotify:track:1VcOygNTlsZflSZxOoOq36,The Isley Brothers,Go for Your Guns,1977-08-21,329293,329293.0,0.901,0.152,0.855,0.0178,0.0367,-6.417,0.0751,115.435,4.0,0.871,1.0,0.0,"classic soul, disco, funk, motown, quiet storm, soul",funk
2022-06-26T17:40:09Z,2cVa4UOzFShwsFHGuSEBFP,El Sueño,51,spotify:track:2cVa4UOzFShwsFHGuSEBFP,Dennis Cruz,El Sueño,2018-10-09,397149,397149.0,0.898,0.0018,0.643,0.675,0.1,-11.185,0.0638,123.999,4.0,0.309,0.0,10.0,"house, latin tech house",house
2022-06-25T22:49:54Z,2Na4DjiEtjBSVZ7eGHZkpt,Secret Agent,37,spotify:track:2Na4DjiEtjBSVZ7eGHZkpt,Netsky,Netsky,2010-03-27,333946,333946.0,0.629,0.00359,0.666,0.0433,0.0771,-6.821,0.0843,176.035,4.0,0.264,0.0,10.0,"belgian edm, dancefloor dnb, drum and bass",
2022-06-25T22:31:21Z,2CRx925YeUuCmXnb76IGZb,Begin By Letting Go,48,spotify:track:2CRx925YeUuCmXnb76IGZb,Etherwood,Etherwood,2013-11-04,261901,261901.0,0.612,0.127,0.499,0.184,0.146,-6.904,0.0546,173.021,4.0,0.0398,0.0,4.0,"chillstep, deep liquid, drum and bass, liquid funk",funk
2022-06-25T22:11:57Z,21JRqTnNDTiMxzTCvzcfc3,Everybody Loves The Sunshine,62,spotify:track:21JRqTnNDTiMxzTCvzcfc3,Netsky,Second Nature,2020-10-30,200930,200930.0,0.53,0.000831,0.864,0.0112,0.104,-4.024,0.0495,171.871,4.0,0.0902,0.0,6.0,"belgian edm, dancefloor dnb, drum and bass",
2022-06-24T12:23:01Z,73obVMIScox3CV1hz6MbOr,Everlasting Light,15,spotify:track:73obVMIScox3CV1hz6MbOr,Paul Izak,Everlasting Light,2013-08-06,338880,338880.0,0.741,0.143,0.554,0.0,0.113,-9.13,0.0411,125.042,4.0,0.627,1.0,0.0,,
2022-06-22T14:29:21Z,5zaJunnf0aRf2zWv5Lz3fP,Debaquin Canyon,0,spotify:track:5zaJunnf0aRf2zWv5Lz3fP,Skaftrippers,Debaquin Canyon,2022-06-15,320040,320040.0,0.46,0.398,0.416,0.95,0.131,-14.23,0.0309,77.977,4.0,0.142,0.0,9.0,,
2022-06-22T14:25:31Z,2oBOaqeWSenwf7M6bJyR1A,The Housebuilding Song,59,spotify:track:2oBOaqeWSenwf7M6bJyR1A,David Ferguson,The Music of Red Dead Redemption 2: The Housebuilding EP,2021-02-12,191866,191866.0,0.543,0.719,0.561,0.0579,0.163,-9.016,0.033,167.887,4.0,0.767,1.0,0.0,,
2022-06-20T18:00:37Z,40SBS57su9xLiE1WqkXOVr,Afraid To Feel,81,spotify:track:40SBS57su9xLiE1WqkXOVr,LF SYSTEM,Afraid To Feel,2022-05-02,177524,177524.0,0.578,0.0166,0.912,0.00362,0.273,-3.929,0.114,127.87,4.0,0.68,1.0,1.0,"disco house, house",disco
2022-06-19T15:37:32Z,5S5u0EWtlblH00iTNExZ6X,I Think I Like When It Rains,62,spotify:track:5S5u0EWtlblH00iTNExZ6X,WILLIS,Locals 2,2017-06-12,278293,278293.0,0.622,0.0448,0.471,0.0,0.0957,-7.105,0.0277,124.455,4.0,0.278,1.0,9.0,alabama indie,indie
2022-06-19T09:52:41Z,1L7YgogWTaJBSYaSkXTAwG,"Touch Me - Original 12"" mix",43,spotify:track:1L7YgogWTaJBSYaSkXTAwG,Rui Da Silva,Kismet Records Presents Touch Me (Double 99 Remixes) [feat. Cassandra],2001,515480,515480.0,0.797,0.0601,0.88,0.658,0.0799,-9.192,0.0498,127.954,4.0,0.756,1.0,0.0,"disco house, vocal house",disco
2022-06-18T15:28:36Z,3zhZO3YgIfHCiPi4XyVBe7,Mindset,43,spotify:track:3zhZO3YgIfHCiPi4XyVBe7,Ruze,Chapters,2021-07-30,396294,396294.0,0.796,0.00563,0.828,0.289,0.0617,-8.103,0.068,128.994,4.0,0.775,0.0,11.0,,
2022-06-18T15:06:39Z,3cKS5lTbRVVPkd5QYBjpam,What U Want - Chris Stussy & Djoko aka Kolter Remix,39,spotify:track:3cKS5lTbRVVPkd5QYBjpam,Various Artists,Remixed,2020-02-14,526855,526855.0,0.727,0.0854,0.81,0.29,0.073,-10.036,0.168,124.977,4.0,0.702,1.0,1.0,"disco, funk, post-disco, quiet storm, soul",funk
2022-06-18T14:34:19Z,0washXlWqFEj5oCjNWwA2E,Hooked on You,45,spotify:track:0washXlWqFEj5oCjNWwA2E,DJOKO,Hooked,2020-05-29,383612,383612.0,0.856,0.108,0.863,0.668,0.0649,-7.494,0.083,131.0,4.0,0.796,0.0,8.0,"deep groove house, german tech house",house
2022-06-18T14:16:12Z,2lb28p27tFScGPFBDNlnlN,Tomorrow Is Another Day,26,spotify:track:2lb28p27tFScGPFBDNlnlN,M-High,By My Side,2021-09-24,421967,421967.0,0.751,0.0558,0.89,0.878,0.0846,-8.446,0.0584,128.995,4.0,0.514,0.0,11.0,,
2022-06-18T13:29:21Z,5T1PM2smSl59PKuFJ4l7Un,My Bad Your Fault,29,spotify:track:5T1PM2smSl59PKuFJ4l7Un,DJOKO,My Bad Your Fault,2021-08-06,398769,398769.0,0.802,0.00297,0.876,0.87,0.0652,-8.072,0.0632,130.008,4.0,0.845,0.0,10.0,"deep groove house, german tech house",house
2022-06-18T12:50:40Z,3F5CgOj3wFlRv51JsHbxhe,Jimmy Cooks (feat. 21 Savage),88,spotify:track:3F5CgOj3wFlRv51JsHbxhe,Drake,"Honestly, Nevermind",2022-06-17,218364,218364.0,0.529,0.000307,0.673,2.41e-06,0.093,-4.711,0.175,165.921,4.0,0.366,1.0,0.0,"canadian hip hop, canadian pop, hip hop, rap, toronto rap",rap
2022-06-18T11:48:02Z,3NSORleoMhDMqNzehBPC5w,The Toast,33,spotify:track:3NSORleoMhDMqNzehBPC5w,Jordy Nino,Growing Pains,2019-07-30,360019,360019.0,0.578,0.339,0.299,5.1e-05,0.154,-18.453,0.167,86.374,4.0,0.378,0.0,2.0,,
2022-06-16T07:14:11Z,0qqd9YEqKjpoSV1fyli8Gp,Free - Folamour Remix,0,spotify:track:0qqd9YEqKjpoSV1fyli8Gp,Parcels,Free (Folamour Remix),2022-06-16,290653,290653.0,0.717,0.0549,0.704,0.719,0.0758,-7.24,0.0404,120.033,4.0,0.714,1.0,10.0,"aussietronica, indie soul",indie
2022-06-15T22:09:21Z,5oBacyZXPgePEVAwrbTq8u,Around (Solomun Vox),34,spotify:track:5oBacyZXPgePEVAwrbTq8u,Noir & Haze,Around - EP,2011,418606,418606.0,0.867,0.0212,0.349,0.666,0.108,-11.05,0.0775,115.0,4.0,0.275,1.0,1.0,"danish techno, deep techno",techno
2022-06-14T14:34:38Z,2gGXiOP8b6msGuV7PuV7zJ,Cold Light - Club Edit,25,spotify:track:2gGXiOP8b6msGuV7PuV7zJ,KC Lights,Cold Light (Club Edit),2021-03-26,189000,189000.0,0.77,0.00276,0.851,0.00549,0.276,-6.091,0.0634,126.007,4.0,0.66,1.0,0.0,"deep groove house, house, scottish electronic, uk dance",electronic
2022-06-14T14:11:38Z,3279i3oQ3on1bb17kYLzxZ,I Feel For You - Star B Extended Remix,35,spotify:track:3279i3oQ3on1bb17kYLzxZ,Bob Sinclar,I Feel For You (Star B Remix),2022-05-05,297151,297151.0,0.668,7.95e-05,0.68,0.891,0.108,-6.19,0.0388,125.933,4.0,0.323,0.0,1.0,"dance pop, disco house, edm, electro house, filter house, vocal house",disco
2022-06-14T14:04:23Z,3ndTMyjYSvl5jTI0QlloEZ,Save Me - Edit,32,spotify:track:3ndTMyjYSvl5jTI0QlloEZ,Adelphi Music Factory,Save Me (Edit),2022-05-06,180353,180353.0,0.582,0.000589,0.916,0.0015,0.125,-5.019,0.237,128.005,4.0,0.186,0.0,7.0,"deep groove house, house, uk house",house
2022-06-14T14:01:58Z,4vrfGjwbb9f9skjKWTxc10,Second Guess - Grant Nelson Remix,29,spotify:track:4vrfGjwbb9f9skjKWTxc10,Reel People,Second Guess (Grant Nelson & Da Lata Remixes) [2021 Remastered Edition],2021-02-25,402053,402053.0,0.742,0.00146,0.603,0.000961,0.0405,-11.79,0.0462,125.995,4.0,0.961,1.0,1.0,"broken beat, deep house, smooth soul, soulful house, vocal house",soul
2022-06-14T13:30:25Z,0s2Zkseo3fQldECdroC5wt,Onslaught - FJAAK Remix,35,spotify:track:0s2Zkseo3fQldECdroC5wt,Claude Young,FJAAK 002,2018-05-04,455418,455418.0,0.703,0.00294,0.949,0.895,0.109,-8.06,0.0533,132.0,4.0,0.262,1.0,11.0,"detroit techno, techno",techno
2022-06-13T20:35:49Z,0BKHDUlQOVHKtByCrrXwCd,Hallelujah Anyway - Director's Cut Signature Praise,26,spotify:track:0BKHDUlQOVHKtByCrrXwCd,Candi Staton,Hallelujah Anyway,2012-09-03,529583,529583.0,0.651,0.000559,0.838,0.0115,0.0259,-6.339,0.0466,124.997,4.0,0.671,1.0,11.0,"classic soul, disco, funk, quiet storm, soul, southern soul",funk
2022-06-13T10:16:40Z,13VdXFe27FOq9CW2CJaxID,Matrix,33,spotify:track:13VdXFe27FOq9CW2CJaxID,Chick Corea,"Now He Sings, Now He Sobs",2002-01-01,388160,388160.0,0.432,0.572,0.629,0.76,0.11,-10.583,0.0615,89.315,4.0,0.643,0.0,5.0,"contemporary jazz, contemporary post-bop, ecm-style jazz, jazz, jazz fusion, jazz piano",jazz
2022-06-08T07:45:37Z,3E7ZwUMJFqpsDOJzEkBrQ7,Can't Get You out of My Head,76,spotify:track:3E7ZwUMJFqpsDOJzEkBrQ7,Kylie Minogue,Fever,2001-10-01,230640,230640.0,0.766,0.0263,0.563,0.683,0.115,-7.516,0.0339,126.007,4.0,0.964,0.0,9.0,"australian dance, australian pop, dance pop, electropop, eurodance, europop, new wave pop, pop",pop
2022-06-07T18:44:16Z,4yOU9FaCmFFo2qfy1FHIe3,Désenchantée,63,spotify:track:4yOU9FaCmFFo2qfy1FHIe3,Kate Ryan,Different,2002,218533,218533.0,0.51,0.144,0.891,0.000641,0.208,-7.517,0.0653,139.973,4.0,0.326,1.0,1.0,"belgian pop, bubblegum dance, eurodance, europop",pop
2022-06-07T18:43:08Z,6sSooRoIsFaVnG261YFO1l,Spotlight (feat. Sarah Ikumu) - Sam Divine Remix,37,spotify:track:6sSooRoIsFaVnG261YFO1l,S.A.M.,Spotlight (feat. Sarah Ikumu) [Sam Divine Remix],2022-05-13,165294,165294.0,0.68,0.0102,0.916,0.0217,0.591,-5.421,0.0366,128.031,4.0,0.795,1.0,7.0,tech house,house
2022-06-07T11:47:28Z,36efnfJfcaVocmnh3sPDGn,Sexy Man,20,spotify:track:36efnfJfcaVocmnh3sPDGn,The Ritchie Family,Bad Reputation,1979,290960,290960.0,0.815,0.0556,0.696,7.2e-05,0.0866,-8.994,0.0973,126.411,4.0,0.796,0.0,6.0,"deep disco, disco, philly soul, post-disco",soul
2022-06-07T11:41:46Z,4uQowvBod6Y9emqSeyLIqh,I Want You (She's So Heavy),28,spotify:track:4uQowvBod6Y9emqSeyLIqh,Groove Collective,The Best of Groove Collective,2004-02-24,667013,667013.0,0.672,0.0031,0.749,0.152,0.0679,-8.062,0.0455,120.133,4.0,0.726,1.0,0.0,"acid jazz, jazz funk",funk
2022-06-07T11:20:59Z,2zix0PJB66eEElRta3sF1v,You Stepped In - Original Mix,11,spotify:track:2zix0PJB66eEElRta3sF1v,Nardy,You Stepped In (Original Mix),2018-08-17,419000,419000.0,0.709,0.00564,0.914,0.668,0.0771,-4.355,0.095,119.988,4.0,0.903,0.0,0.0,,
2022-06-07T11:18:30Z,5b8zp2bHXq7doixa353tXi,We All Love Sax,4,spotify:track:5b8zp2bHXq7doixa353tXi,Tim Deluxe,"Sirens,we All Love Sax",2011-11-28,387293,387293.0,0.852,0.00293,0.898,0.843,0.0746,-6.275,0.0795,128.036,4.0,0.485,1.0,1.0,"disco house, vocal house",disco
2022-06-07T08:37:10Z,3Qsqq0NBv10dbyz9NR10ag,SBCNCSLY,44,spotify:track:3Qsqq0NBv10dbyz9NR10ag,Black Coffee,Subconsciously,2021-02-05,384555,384555.0,0.656,0.415,0.701,0.131,0.167,-11.083,0.0395,116.024,4.0,0.0758,0.0,7.0,"afro house, deep house, south african house, south african pop dance",house
2022-06-06T20:35:37Z,0gOA1SWEZhRECJRguyxFFZ,Truth,0,spotify:track:0gOA1SWEZhRECJRguyxFFZ,Jungle,Truth,2021-07-28,171240,171240.0,0.604,0.0272,0.76,0.0283,0.129,-5.702,0.0307,154.966,4.0,0.777,1.0,7.0,"indie soul, uk contemporary r&b",indie
2022-06-06T20:12:57Z,5Ev60QcFefqlvVfF7ZWOdi,All Of The Time,11,spotify:track:5Ev60QcFefqlvVfF7ZWOdi,Jungle,Loving In Stereo,2021-08-13,182040,182040.0,0.695,0.0366,0.876,0.0896,0.954,-5.994,0.042,130.037,4.0,0.863,0.0,5.0,"indie soul, uk contemporary r&b",indie
2022-06-06T17:52:48Z,0Ej4ihO9hpKEx7WeB3s04f,What Can I Do,4,spotify:track:0Ej4ihO9hpKEx7WeB3s04f,David Morales,Life Is a Song,2022-01-27,168780,168780.0,0.781,0.0196,0.901,0.00107,0.0734,-5.371,0.0422,123.015,4.0,0.845,1.0,0.0,"classic house, deep house, disco house, diva house, soulful house, tribal house, vocal house",soul
2022-06-05T22:37:57Z,1j5XBeBVgWwXdbslqudrxX,Night Fever,6,spotify:track:1j5XBeBVgWwXdbslqudrxX,Fatback Band,Night Fever,1977-01-01,328026,328026.0,0.414,0.000569,0.778,0.281,0.0411,-10.04,0.0384,130.743,4.0,0.664,1.0,1.0,"disco, electro, funk, harlem hip hop, jazz funk, post-disco, quiet storm, soul",funk
2022-06-05T16:43:25Z,3dSqBYm4FIYRmka55wd1Hq,Move Your Body (Elevation) - Shadow Child Remix,37,spotify:track:3dSqBYm4FIYRmka55wd1Hq,Xpansions,Move Your Body (Elevation) [Remixes],2019-06-14,184812,184812.0,0.624,0.00825,0.814,0.581,0.186,-6.027,0.0335,127.014,4.0,0.36,0.0,9.0,"hardcore techno, hip house",house
2022-06-04T15:05:52Z,4EGz4rN8kpKF5mx5i0HHm1,Dancing Elephants,51,spotify:track:4EGz4rN8kpKF5mx5i0HHm1,Rochelle Jordan,Play With The Changes,2021-04-30,318917,318917.0,0.744,0.05,0.614,0.183,0.102,-8.003,0.0535,120.007,4.0,0.169,1.0,2.0,"alternative r&b, escape room, indie r&b",indie
