added_at,id,name,popularity,uri,artist,album,release_date,duration_ms,length,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,mode,key,genres,genre_group
2023-04-05T14:24:20Z,1juU855MrNRey6Dh6sEbWh,Techno On My Mind,42,spotify:track:1juU855MrNRey6Dh6sEbWh,elMefti,Techno On My Mind,2022-06-10,317260,317260.0,0.729,0.00283,0.998,0.298,0.09,-8.161,0.0614,146.006,4.0,0.653,1.0,8.0,,
2023-04-04T16:28:17Z,752l1xT5G1OHzg71ZBnTyZ,Superman,52,spotify:track:752l1xT5G1OHzg71ZBnTyZ,Black Coffee,Home Brewed,2009-11-13,433626,433626.0,0.83,0.0621,0.688,0.708,0.12,-9.539,0.0706,123.979,4.0,0.73,0.0,5.0,"afro house, deep house, south african house, south african pop dance",house
2023-04-03T17:14:26Z,1KDBSFUqriIaMOg7igDUJ6,Lowdown - Classic Vocal,3,spotify:track:1KDBSFUqriIaMOg7igDUJ6,Soul Vision,Lowdown,2018-05-18,401273,401273.0,0.923,0.00506,0.564,0.164,0.0423,-9.748,0.123,124.979,4.0,0.734,0.0,11.0,,
2023-03-30T19:58:33Z,3lAbyDO7nk7vrXvQ1XNap8,Capture Casa,42,spotify:track:3lAbyDO7nk7vrXvQ1XNap8,HVOB,TOO,2022-04-08,400263,400263.0,0.374,0.71,0.571,0.538,0.139,-10.513,0.0748,127.014,4.0,0.0379,0.0,3.0,electronica,electronic
2023-03-29T13:50:40Z,3xsNTAAseZTnt9qeYBZVvA,GOOD TIMES - Elephant Talk Remix,39,spotify:track:3xsNTAAseZTnt9qeYBZVvA,Jungle,GOOD TIMES (Elephant Talk Remix),2022-11-18,295813,295813.0,0.649,0.00501,0.861,0.873,0.287,-6.255,0.0472,132.998,4.0,0.612,0.0,11.0,"indie soul, uk contemporary r&b",indie
2023-03-28T19:10:32Z,1B2xkcuOPjhtCWyojUKbUk,Hero Dance,42,spotify:track:1B2xkcuOPjhtCWyojUKbUk,Grand V,Hero Dance,2020-11-30,434000,434000.0,0.645,0.000336,0.96,0.898,0.0765,-5.807,0.0385,148.006,4.0,0.965,0.0,10.0,,
2023-03-27T07:08:33Z,4N2j73aEDUQKjlkYFkIio5,Acidule,34,spotify:track:4N2j73aEDUQKjlkYFkIio5,Various Artists,Ethereal VA,2022-02-21,355892,355892.0,0.606,0.0166,0.996,0.753,0.22,-7.465,0.0478,149.976,4.0,0.364,1.0,7.0,"disco, funk, post-disco, quiet storm, soul",funk
2023-03-24T19:15:06Z,4N28QlYB0XW6H5gaXBHt6T,1992,51,spotify:track:4N28QlYB0XW6H5gaXBHt6T,No_4mat,1992,2018-11-16,404998,404998.0,0.668,0.202,0.897,0.901,0.0986,-8.289,0.0492,127.972,4.0,0.516,0.0,3.0,,
2023-03-24T00:39:38Z,5atmUwQngfhOfZvgGJCrJ0,Meet Her At The Loveparade - Nalin & Kane Remix,43,spotify:track:5atmUwQngfhOfZvgGJCrJ0,Da Hool,Meet Her at the Loveparade,2001-08-20,594666,594666.0,0.796,0.0279,0.657,0.897,0.0926,-9.726,0.0649,132.992,4.0,0.221,1.0,2.0,bubble trance,trance
2023-03-23T21:24:05Z,7w8qT1UcnJIZafNiLu2C7h,Phonky Tribu - DJ HEARTSTRING Remix,48,spotify:track:7w8qT1UcnJIZafNiLu2C7h,Funk Tribu,Phonky Tribu (DJ HEARTSTRING Remix),2023-01-13,250348,250348.0,0.712,5.62e-05,0.935,0.868,0.0511,-4.213,0.0712,155.007,4.0,0.903,1.0,11.0,,
2023-03-23T21:23:59Z,4kpx4wMn5AGVY5gVN3XbB8,BAE,51,spotify:track:4kpx4wMn5AGVY5gVN3XbB8,DJ HEARTSTRING,BAE,2023-02-10,232750,232750.0,0.635,0.000333,0.933,0.964,0.166,-7.264,0.0459,150.021,4.0,0.876,1.0,7.0,,
2023-03-23T20:06:50Z,5z5wYWL1IO6y2yEFBOiGt0,Insomnia,53,spotify:track:5z5wYWL1IO6y2yEFBOiGt0,Faithless,Reverence,1996,527240,527240.0,0.785,0.18,0.579,0.543,0.168,-10.069,0.0356,127.003,4.0,0.262,1.0,7.0,"downtempo, electronica, trip hop",electronic
2023-03-23T17:08:46Z,3c12xbWbu6Xv3oeoV2upg6,Ich liebe das Leben,56,spotify:track:3c12xbWbu6Xv3oeoV2upg6,Vicky Leandros,Ich Liebe Das Leben,2000-01-01,296853,296853.0,0.39,0.802,0.296,1.14e-05,0.206,-11.859,0.0314,151.824,4.0,0.396,1.0,4.0,"classic schlager, europop, schlager, volksmusik",pop
2023-03-23T17:01:11Z,2mPeYGo1y7vwkz6vU5dVbI,All 4 U,49,spotify:track:2mPeYGo1y7vwkz6vU5dVbI,DJ Marky,All 4 U,2022-05-27,168457,168457.0,0.582,0.00779,0.753,0.000153,0.103,-3.984,0.0322,87.497,4.0,0.145,0.0,6.0,"brazilian dnb, drum and bass, jazzy dnb, jungle, liquid funk, sambass, uk dnb",funk
2023-03-23T16:13:42Z,6DJV0w34C2GAuKQqXzfHfy,Darkest Hour,53,spotify:track:6DJV0w34C2GAuKQqXzfHfy,Mohican Sun,Darkest Hour [UKF10],2019-04-26,285393,285393.0,0.395,0.0725,0.875,0.116,0.225,-4.613,0.0448,86.956,4.0,0.0656,0.0,2.0,"liquid funk, uk dnb",funk
2023-03-23T15:21:55Z,1zNE4Zrvv1UzEOfINPOhMx,Sometimes,52,spotify:track:1zNE4Zrvv1UzEOfINPOhMx,Frankie Stew and Harvey Gunn,The Morning,2014-06-01,149508,149508.0,0.767,0.505,0.505,0.0,0.125,-13.278,0.372,121.884,4.0,0.831,0.0,11.0,uk alternative hip hop,hip hop
2023-03-23T15:10:53Z,1Ey2IPAieDj4zb1HEPqWhn,No Place Like Home,46,spotify:track:1Ey2IPAieDj4zb1HEPqWhn,Partiboi69,No Place Like Home,2022-03-11,210434,210434.0,0.465,0.00155,0.919,0.841,0.378,-6.419,0.0423,137.937,4.0,0.231,0.0,6.0,australian house,house
2023-03-23T14:55:29Z,0Pf6NzB4o9ASEPmUmvaRPm,Look at U,55,spotify:track:0Pf6NzB4o9ASEPmUmvaRPm,Good Luck,Look at U,2020-07-12,215026,215026.0,0.815,0.0989,0.596,0.891,0.106,-11.735,0.0486,125.009,4.0,0.57,0.0,4.0,aussietronica,
2023-03-23T14:54:56Z,56fLmxQuKNoMzkrFM7j9BA,No Es Amor,41,spotify:track:56fLmxQuKNoMzkrFM7j9BA,Kev Koko,No Es Amor,2022-03-25,91675,91675.0,0.682,0.00248,0.406,0.765,0.133,-9.84,0.0646,129.975,4.0,0.622,1.0,1.0,neue neue deutsche welle,
2023-03-23T14:54:46Z,3l5nLPEbDAbVsGGtu4OQVU,27bd,28,spotify:track:3l5nLPEbDAbVsGGtu4OQVU,Binary Digit,Dump (2011 _ 2018),2020-01-31,148837,148837.0,0.657,0.00847,0.547,0.97,0.102,-12.403,0.0592,129.012,4.0,0.909,1.0,11.0,braindance,
2023-03-23T14:10:35Z,3PD3vEsDGrAsmMfgcw2D8Y,Memories of Before - jamesjamesjames Remix,37,spotify:track:3PD3vEsDGrAsmMfgcw2D8Y,jamesjamesjames,A Butterfly In-between Time,2020-11-20,366894,366894.0,0.789,0.0358,0.476,0.831,0.0826,-12.203,0.046,131.989,4.0,0.571,0.0,10.0,,
2023-03-23T14:02:28Z,476c8bUBACCdxVUto9sbxA,1992 - Sped Up Mix,48,spotify:track:476c8bUBACCdxVUto9sbxA,No_4mat,1992 (Sped Up + Slowed Mixes),2023-01-07,89006,89006.0,0.628,0.206,0.888,0.917,0.183,-8.746,0.0741,151.007,4.0,0.791,1.0,1.0,,
2023-03-23T14:01:05Z,3fplqOwaH03uP6BlVwtveQ,Oui mais Non,61,spotify:track:3fplqOwaH03uP6BlVwtveQ,SM:LY,Oui mais Non,2020-11-23,288238,288238.0,0.616,0.252,0.991,0.02,0.122,-12.024,0.398,159.99,4.0,0.0781,0.0,3.0,,
2023-03-23T13:53:28Z,5ix8OYFmbkHzDcYfX8tT95,Destiny of the Moment,40,spotify:track:5ix8OYFmbkHzDcYfX8tT95,DJ HEARTSTRING,Destiny of the Moment,2021-07-28,336000,336000.0,0.744,0.00302,0.923,0.92,0.0908,-6.419,0.0459,150.003,4.0,0.946,1.0,0.0,,
2023-03-23T11:12:55Z,71qJ3uIUHM1QlnXnNYpnD3,Will You Remember Me When I'm Gone?,51,spotify:track:71qJ3uIUHM1QlnXnNYpnD3,DJ HEARTSTRING,4 The People,2022-02-04,399274,399274.0,0.66,0.0734,0.911,0.919,0.36,-6.226,0.0472,75.013,4.0,0.89,1.0,11.0,,
2023-03-21T17:34:57Z,1BfR5GMOgW0peHkPxrwf11,Safari Song,69,spotify:track:1BfR5GMOgW0peHkPxrwf11,Greta Van Fleet,From The Fires,2017-11-10,234600,234600.0,0.362,0.164,0.928,1.61e-05,0.315,-4.015,0.0503,175.868,4.0,0.678,1.0,2.0,"modern blues rock, modern hard rock, rock",blues
2023-03-21T17:34:22Z,4rhUBIlzi7zgV7TryhVujl,Edge Of Darkness,61,spotify:track:4rhUBIlzi7zgV7TryhVujl,Greta Van Fleet,From The Fires,2017-11-10,268400,268400.0,0.456,0.00753,0.943,0.143,0.078,-3.819,0.0553,148.017,4.0,0.666,1.0,9.0,"modern blues rock, modern hard rock, rock",blues
2023-03-17T01:25:41Z,2jtlU6H5C9WFB0x72f6YGo,Touch,62,spotify:track:2jtlU6H5C9WFB0x72f6YGo,Hybrid Minds,Elements,2017-06-23,313562,313562.0,0.582,0.0354,0.821,0.121,0.083,-4.304,0.0497,86.013,4.0,0.0373,1.0,9.0,"drum and bass, liquid funk",funk
2023-03-16T22:43:15Z,1N7Dlq5Y6e4QWij8wmAeJC,Road to Nowhere,41,spotify:track:1N7Dlq5Y6e4QWij8wmAeJC,KAS:ST,Road to Nowhere,2019-10-25,434881,434881.0,0.614,0.0663,0.703,0.829,0.291,-10.697,0.0463,127.005,4.0,0.0364,0.0,1.0,french techno,techno
2023-03-13T07:44:11Z,4aVuWgvD0X63hcOCnZtNFA,Hold the Line,80,spotify:track:4aVuWgvD0X63hcOCnZtNFA,TOTO,Toto,1978-10-10,235546,235546.0,0.473,0.00783,0.898,0.0618,0.173,-4.797,0.0561,96.556,4.0,0.808,0.0,6.0,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",rock
2023-03-11T22:24:52Z,4FderzNN7EStQkltUXjBhg,Pianos of Gold,23,spotify:track:4FderzNN7EStQkltUXjBhg,Jovonn,Goldtones,2014-12-22,384343,384343.0,0.824,0.0245,0.802,0.871,0.0687,-7.657,0.15,122.887,4.0,0.547,1.0,11.0,"afro house, chicago house, classic house, deep house, deep soul house, disco house, minimal tech house, soulful house, vocal house",soul
2023-03-10T08:01:56Z,51xCJIB6whswDNw6tdbF97,Welcome Back Devil,48,spotify:track:51xCJIB6whswDNw6tdbF97,Shlømo,Welcome Back Devil,2019-11-08,320917,320917.0,0.595,0.00133,0.96,0.926,0.13,-7.336,0.0675,144.023,3.0,0.0999,1.0,10.0,"french techno, minimal dub",techno
2023-03-08T12:12:20Z,5uyJ7fbjk6xZzt5UL5jcQg,True Faith - 2015 Remaster,54,spotify:track:5uyJ7fbjk6xZzt5UL5jcQg,New Order,Singles (2016 Remaster),2005-09-30,252053,252053.0,0.608,0.261,0.924,0.012,0.338,-5.919,0.035,117.231,4.0,0.948,1.0,0.0,"art rock, dance rock, madchester, new romantic, new wave, new wave pop, permanent wave, pop rock, post-punk, rock, synthpop, uk post-punk",punk
2023-03-08T11:11:40Z,5DIQlu3e2VbUBsFDY0fyaQ,Does It Make You Feel Good? - CC DISCO! X DJ BORING MINISTRY OF DUB MIX,15,spotify:track:5DIQlu3e2VbUBsFDY0fyaQ,Confidence Man,Does It Make You Feel Good? (Remixes),2020-03-06,415229,415229.0,0.798,0.000121,0.892,0.849,0.0893,-4.35,0.0547,124.999,4.0,0.948,1.0,7.0,"alternative dance, australian electropop",pop
2023-03-06T17:58:37Z,25KtcsHvLIeNuu03u7S8Jn,I'll Do My Best,49,spotify:track:25KtcsHvLIeNuu03u7S8Jn,The Ritchie Family,I'll Do My Best,1982,324093,324093.0,0.84,0.337,0.722,0.00456,0.0799,-9.448,0.064,115.611,4.0,0.903,0.0,2.0,"deep disco, disco, philly soul, post-disco",soul
2023-03-06T17:47:18Z,3MZ9O3WJ6a6kANeCCojmnV,I Was Tired of Being Alone - Remastered,44,spotify:track:3MZ9O3WJ6a6kANeCCojmnV,Patrice Rushen,Straight from the Heart (Remastered),1982-04-14,232920,232920.0,0.919,0.017,0.802,0.0534,0.0341,-7.683,0.044,118.359,4.0,0.96,1.0,8.0,"disco, funk, jazz funk, post-disco, quiet storm, soul, urban contemporary",funk
2023-03-06T09:58:54Z,7joFZr4bgXEGyKOqswLpGd,First True Love Affair - Larry Levan Remix,39,spotify:track:7joFZr4bgXEGyKOqswLpGd,Jimmy Ross,First True Love Affair,1981-12-20,428026,428026.0,0.819,0.0317,0.615,0.25,0.0777,-9.957,0.0717,118.198,4.0,0.877,0.0,9.0,"deep disco, post-disco",disco
2023-03-05T16:45:48Z,2wHeYDrniYngp3did3McYD,Voodoo? - Lazywax Remix,44,spotify:track:2wHeYDrniYngp3did3McYD,L'Impératrice,Voodoo? (Lazywax Remix),2020-11-13,386443,386443.0,0.806,0.201,0.644,0.0205,0.0443,-8.527,0.0853,117.004,4.0,0.881,0.0,6.0,"french indie pop, french indietronica, french synthpop, new french touch",indie
2023-03-01T17:47:50Z,2DgNomPMT8fCDrYE55j3c5,Frisky - Original Mix,5,spotify:track:2DgNomPMT8fCDrYE55j3c5,Sous Sol,Frisky,2016-09-19,407228,407228.0,0.811,0.007,0.85,0.881,0.0614,-8.421,0.05,122.023,4.0,0.487,1.0,2.0,,
2023-03-01T13:15:50Z,2kX1q43CjN75TjgB5uKHkk,SOS (feat. Polina) - Skylark Remix - Nic Fanciulli Edit,45,spotify:track:2kX1q43CjN75TjgB5uKHkk,A'Studio,SOS (feat. Polina) [Skylark Remix - Nic Fanciulli Edit],2023-02-17,204500,204500.0,0.772,0.000576,0.891,0.846,0.118,-6.872,0.0454,124.992,4.0,0.773,0.0,10.0,russian pop,pop
2023-02-25T14:36:12Z,385poZDk3lEmonwvCr5XUl,Ihr Werdet Weinen,44,spotify:track:385poZDk3lEmonwvCr5XUl,Klangkuenstler,Armageddon,2020-03-20,373138,373138.0,0.442,4.23e-06,0.961,0.828,0.146,-6.652,0.0399,136.977,4.0,0.551,0.0,10.0,"dark techno, deep euro house, hard techno, raw techno",house
2023-02-24T21:14:26Z,1FhP2PsWinalEoKWXuhHFz,The Hound,37,spotify:track:1FhP2PsWinalEoKWXuhHFz,NTO,The Hound,2017-11-03,408000,408000.0,0.752,0.00561,0.465,0.786,0.163,-11.68,0.052,120.008,4.0,0.179,1.0,6.0,"electronica, minimal melodic techno, minimal techno, new french touch, tropical house",electronic
2023-02-24T01:00:28Z,1rN701wIqRtaXENCJLASb9,Allotropy,5,spotify:track:1rN701wIqRtaXENCJLASb9,Aleph One,Ultramarine,2019-10-11,324480,324480.0,0.696,0.0305,0.832,0.87,0.114,-10.125,0.0431,125.004,4.0,0.0538,0.0,4.0,,
2023-02-24T00:55:00Z,22vrNS7v7M14zRuuzy7AWf,Chase Your Angel - Extended Mix,0,spotify:track:22vrNS7v7M14zRuuzy7AWf,Laera,Beta Test,2020-06-24,537182,537182.0,0.601,6.99e-05,0.92,0.849,0.0725,-5.693,0.0534,126.002,3.0,0.675,0.0,9.0,,
2023-02-23T11:04:55Z,0NwUn9xIlU6bW8fohSvABB,Ego Trip,27,spotify:track:0NwUn9xIlU6bW8fohSvABB,Abr.,Mellow Man,2023-01-30,298099,298099.0,0.647,0.804,0.907,0.842,0.105,-7.482,0.0608,160.017,4.0,0.408,0.0,0.0,,
2023-02-23T11:01:44Z,0kmWzly3fqBOFlVE39q7JT,Ameno,58,spotify:track:0kmWzly3fqBOFlVE39q7JT,Vieze Asbak,Ameno,2021-08-14,147204,147204.0,0.801,0.581,0.511,0.585,0.242,-13.811,0.235,149.973,4.0,0.0839,1.0,1.0,,
2023-02-20T14:44:34Z,4agnPwS40TUwnSMJz3LHmZ,Acid Viking,30,spotify:track:4agnPwS40TUwnSMJz3LHmZ,Klaus Veen,Golden Ticket,2023-01-19,313590,313590.0,0.861,0.00406,0.963,0.792,0.109,-5.051,0.134,139.313,4.0,0.455,1.0,2.0,dutch tech house,house
2023-02-20T14:41:59Z,2SSYCckk3l0fQWCatFudB5,Groove Machine,29,spotify:track:2SSYCckk3l0fQWCatFudB5,Klaus Veen,Golden Ticket,2023-01-19,214153,214153.0,0.768,0.000308,0.937,0.847,0.0541,-5.997,0.0579,129.99,4.0,0.566,1.0,8.0,dutch tech house,house
2023-02-20T14:41:50Z,5gQ4X0QY9f2T25QOA6pJhv,Groove Factory,35,spotify:track:5gQ4X0QY9f2T25QOA6pJhv,Klaus Veen,Golden Ticket,2023-01-19,187655,187655.0,0.767,0.000443,0.936,0.883,0.0953,-5.566,0.106,133.023,4.0,0.563,0.0,5.0,dutch tech house,house
2023-02-20T14:40:00Z,0pfP5XgWsu3uDB6NygGBEq,Push Up - Original Mix,76,spotify:track:0pfP5XgWsu3uDB6NygGBEq,Creeds,Push Up EP,2022-12-21,240000,240000.0,0.713,0.053,0.93,0.858,0.0669,-6.567,0.0783,160.046,4.0,0.594,1.0,7.0,,
2023-02-20T13:48:04Z,4csiovuy6JlhIcDtEVUDCf,Sunflower,41,spotify:track:4csiovuy6JlhIcDtEVUDCf,Mall Grab,Sunflower,2020-01-31,395912,395912.0,0.598,0.000195,0.963,0.819,0.129,-8.239,0.0405,137.014,4.0,0.729,1.0,0.0,"aussietronica, australian house, lo-fi house",house
2023-02-20T08:51:58Z,1E7sfKbjR7YliVUUSp9mhJ,RUFFNECK BROTHER,51,spotify:track:1E7sfKbjR7YliVUUSp9mhJ,TREASURE SERIES,RUFFNECK BROTHER,2020-10-16,224000,224000.0,0.869,0.00598,0.522,0.00101,0.111,-11.908,0.261,129.021,4.0,0.642,1.0,0.0,house,house
2023-02-20T08:51:48Z,4O3APpGNhOldqDsPF8IaS5,Welcome To The People,65,spotify:track:4O3APpGNhOldqDsPF8IaS5,JADED,Welcome To The People,2021-09-10,160669,160669.0,0.716,0.123,0.917,0.396,0.0628,-5.091,0.0331,124.032,4.0,0.751,1.0,6.0,"deep groove house, disco house, house, uk dance",disco
2023-02-13T08:31:01Z,5SV9SnHkuHMh446QsgQtry,Number One Spot,48,spotify:track:5SV9SnHkuHMh446QsgQtry,Ludacris,The Red Light District,2004-01-01,274466,274466.0,0.542,0.0346,0.946,0.0,0.323,-4.279,0.378,146.7,4.0,0.509,1.0,6.0,"atl hip hop, dance pop, dirty south rap, hip hop, old school atlanta hip hop, pop rap, rap, southern hip hop",rap
2023-02-13T08:30:51Z,3njpLvANriMsdv3dgADEad,Get Back,61,spotify:track:3njpLvANriMsdv3dgADEad,Ludacris,The Red Light District,2004-01-01,270746,270746.0,0.555,0.0594,0.639,0.0,0.118,-5.16,0.263,171.609,4.0,0.184,1.0,1.0,"atl hip hop, dance pop, dirty south rap, hip hop, old school atlanta hip hop, pop rap, rap, southern hip hop",rap
2023-02-11T22:37:29Z,1BUBjrIXrdI7d1pqslIksN,Moving Day,36,spotify:track:1BUBjrIXrdI7d1pqslIksN,DAVID AUGUST,Instant Harmony,2010-07-26,561830,561830.0,0.805,0.00222,0.407,0.923,0.0467,-11.669,0.0931,119.999,4.0,0.561,0.0,4.0,"deep euro house, electronica, hamburg electronic, microhouse, minimal techno, organic electronic, organic house, tech house",electronic
2023-02-11T11:10:39Z,55dTJTDpu1S3yjjoBF7znm,Hands On The Drums - Kaidi Tatham Remix,12,spotify:track:55dTJTDpu1S3yjjoBF7znm,Gin Tonic Orchestra,Stefania,2020-04-17,330000,330000.0,0.681,0.071,0.757,0.859,0.0812,-8.251,0.0419,124.0,4.0,0.604,0.0,0.0,,
2023-02-07T15:30:12Z,3j4pE3r6TZmv9T1Z64u18J,Je Mag Het Hebben,46,spotify:track:3j4pE3r6TZmv9T1Z64u18J,Didier Armeni,Medicijn,2021-10-22,163944,163944.0,0.809,0.441,0.537,0.884,0.113,-16.643,0.0767,128.031,4.0,0.496,0.0,5.0,,
2023-02-05T18:54:12Z,1MeYeeJV7BUmp3Kf0wEmQe,Poison,50,spotify:track:1MeYeeJV7BUmp3Kf0wEmQe,Hot Since 82,Poison,2022-08-12,206378,206378.0,0.606,0.0107,0.876,0.856,0.0846,-9.218,0.0303,127.007,4.0,0.493,1.0,0.0,"deep disco house, house, uk house",disco
2023-02-04T21:11:04Z,1jF7iS6eglDZbooRerFsU4,Same Man - Original Mix,37,spotify:track:1jF7iS6eglDZbooRerFsU4,DJ Delicious,Same Man,2006-09-15,407986,407986.0,0.787,7.2e-05,0.932,0.897,0.0358,-6.285,0.0585,125.59,4.0,0.656,1.0,1.0,,
2023-02-04T21:08:48Z,1SHB1hp6267UK9bJQUxYvO,Судно (Борис Рижий),75,spotify:track:1SHB1hp6267UK9bJQUxYvO,Molchat Doma,Этажи,2018-09-07,141394,141394.0,0.484,0.697,0.75,0.862,0.105,-4.176,0.0685,159.992,4.0,0.467,1.0,1.0,"belarusian indie, russian post-punk, sovietwave",indie
2023-02-03T18:31:35Z,3FwsjsakjJkeLotPOGIr7s,The Man With the Red Face - Video Edit,44,spotify:track:3FwsjsakjJkeLotPOGIr7s,Laurent Garnier,Unreasonable Behaviour,2000-02-07,551493,551493.0,0.694,0.0141,0.727,0.934,0.128,-11.015,0.0408,131.994,4.0,0.464,1.0,3.0,"acid house, electronica, filter house, french techno, microhouse, minimal techno, tech house, techno",electronic
2023-02-03T18:28:19Z,687YZan9Gol1UVvbpUSO6Y,I Wish,67,spotify:track:687YZan9Gol1UVvbpUSO6Y,Stevie Wonder,Songs In The Key Of Life,1976-09-28,252373,252373.0,0.821,0.0816,0.721,7.37e-06,0.0664,-10.401,0.0515,105.866,4.0,0.885,0.0,10.0,"adult standards, funk, motown, quiet storm, soul",funk
2023-02-03T18:24:16Z,00Je3Ur2xmGEhZd08FtQLQ,Through My Skin,30,spotify:track:00Je3Ur2xmGEhZd08FtQLQ,Metodi Hristov,"Triation, Vol. V",2022-12-09,330468,330468.0,0.777,0.0024,0.598,0.581,0.102,-8.69,0.0412,127.986,4.0,0.373,0.0,10.0,"bulgarian electronic, deep tech house, tech house",electronic
2023-02-03T15:41:20Z,7fg0osIMedI7iVBZzKeuOk,Say It Again (featuring CeCe Rogers),34,spotify:track:7fg0osIMedI7iVBZzKeuOk,Jestofunk,Love in a Black Dimension,1994,345560,345560.0,0.782,0.164,0.776,0.00285,0.263,-7.065,0.0683,117.799,4.0,0.748,1.0,1.0,"italo house, nu jazz",jazz
2023-02-03T15:40:28Z,2L4CtdMNlh4UYawRymrWdt,United We Scream,34,spotify:track:2L4CtdMNlh4UYawRymrWdt,Lacchesi,P*nk,2021-11-19,366000,366000.0,0.686,0.0507,0.741,0.866,0.0872,-11.864,0.0604,144.981,4.0,0.235,1.0,10.0,,
2023-02-03T15:37:42Z,3pEfNOwk9Z12QP2qMfu5kM,The Power and The Blessing of Unity,40,spotify:track:3pEfNOwk9Z12QP2qMfu5kM,Folamour,The Power and The Blessing of Unity EP,2017-08-11,346126,346126.0,0.707,0.0917,0.906,0.0121,0.0642,-7.914,0.0773,120.042,4.0,0.704,0.0,11.0,"deep house, disco house, float house, indie soul, jazz house, lo-fi house",indie
2023-02-03T15:31:12Z,2ecioqOvYHjnSeVMj81vpj,Right On! - Radio Edit,39,spotify:track:2ecioqOvYHjnSeVMj81vpj,Silicone Soul,Right On!,2001-09-24,192533,192533.0,0.589,0.0128,0.768,0.0166,0.104,-6.423,0.0355,124.992,4.0,0.831,1.0,7.0,"scottish techno, tribal house",house
2023-02-03T15:25:43Z,3fj4EmUMCoFIuZmwHdx7ZV,You Make Me Feel (Mighty Real) - DJ Meme's Mix of Epic Proportions,31,spotify:track:3fj4EmUMCoFIuZmwHdx7ZV,Frankie Knuckles,The Director's Cut Collection,2019-06-28,490359,490359.0,0.668,1.71e-05,0.836,0.129,0.361,-6.329,0.0335,129.984,4.0,0.798,1.0,6.0,"acid house, chicago house, classic house, deep house, disco house, diva house, hip house, soulful house, vocal house",soul
2023-02-03T15:21:27Z,2b3uOg8ZJpHpb14o9kRC0X,Right Thang - TÂCHES Remix,46,spotify:track:2b3uOg8ZJpHpb14o9kRC0X,Human Movement,Kitsuné: Right Thang,2017-02-17,269188,269188.0,0.812,0.00664,0.732,0.877,0.0664,-8.635,0.0514,122.002,4.0,0.649,1.0,0.0,aussietronica,
2023-02-03T15:12:46Z,1vaijZIGQnbh04ptxFRAOr,Escape - Mihai Popoviciu Remix,16,spotify:track:1vaijZIGQnbh04ptxFRAOr,Gorge,Escape,2020-11-06,422839,422839.0,0.849,0.00388,0.671,0.734,0.129,-8.327,0.0637,123.013,4.0,0.507,1.0,7.0,"minimal tech house, organic house, tech house",house
2023-02-03T15:06:58Z,3NGRqSaqgVe6XvSxBZrakY,Klong - Max Chapman & Apollo 84 Remix,20,spotify:track:3NGRqSaqgVe6XvSxBZrakY,Paul C,Numbers EP,2017-03-17,468000,468000.0,0.805,0.000458,0.997,0.913,0.0868,-5.413,0.0572,125.016,4.0,0.801,0.0,11.0,italian tech house,house
2023-02-03T14:58:43Z,5igOLPiTxvg9OGy1iXFj0N,The Goodbye Thing - Original Mix,13,spotify:track:5igOLPiTxvg9OGy1iXFj0N,Two Men Will Move You,The Goodbye Thing,1994-01-03,524293,524293.0,0.788,0.0802,0.691,0.00264,0.342,-12.818,0.277,126.249,4.0,0.337,1.0,1.0,,
2023-02-03T14:49:17Z,2iLs7vE8IMmb8y7vVEDeTg,American Boy (feat. Neja) - Francesco Cofano Saxi Reprise,13,spotify:track:2iLs7vE8IMmb8y7vVEDeTg,Ely Bruna,American Boy (Francesco Cofano Remixes),2018-07-19,391479,391479.0,0.874,0.1,0.558,5.96e-05,0.0821,-6.275,0.0599,123.015,4.0,0.787,0.0,0.0,contemporary vocal jazz,jazz
2023-02-03T14:42:10Z,2TeaY04glLrgOqsnYTgk5W,Plastic Riviera - Prins Thomas Diskomiks,1,spotify:track:2TeaY04glLrgOqsnYTgk5W,Giorgio Lopez,Prins Thomas Remixes,2021-08-20,460495,460495.0,0.751,0.000111,0.642,0.642,0.219,-7.835,0.0457,121.989,4.0,0.537,1.0,9.0,,
2023-02-03T14:38:15Z,4f09jGHGttSuVMpPu9pCXy,Sheherezade,10,spotify:track:4f09jGHGttSuVMpPu9pCXy,Steve Rachmad,Platinum,2014-06-16,497533,497533.0,0.795,0.000542,0.639,0.792,0.0693,-11.182,0.0838,131.861,4.0,0.737,1.0,1.0,"dutch tech house, techno",house
2023-02-03T14:20:29Z,0wJejVki9kcgrWsIeqRRQU,Move On,19,spotify:track:0wJejVki9kcgrWsIeqRRQU,Baby Washington,Move On / Medicine Man,2013-12-23,119498,119498.0,0.671,0.552,0.696,5.69e-06,0.534,-7.301,0.143,81.956,4.0,0.879,1.0,10.0,"beach music, classic soul, rhythm and blues, soul, southern soul",blues
2023-02-03T14:10:46Z,0ya5c4BUsXLj5b6SZ95WGY,Alba's Shake,34,spotify:track:0ya5c4BUsXLj5b6SZ95WGY,Alba and Aris Karantanis,Alba and Aris Karantanis,2019-07-05,162115,162115.0,0.63,0.801,0.541,0.854,0.0568,-11.261,0.0476,95.145,4.0,0.92,0.0,3.0,,
